id,BertzCT,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3v,Chi4n,EState_VSA1,EState_VSA2,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HallKierAlpha,HeavyAtomMolWt,Kappa3,MaxAbsEStateIndex,MinEStateIndex,NumHeteroatoms,PEOE_VSA10,PEOE_VSA14,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,SMR_VSA10,SMR_VSA5,SlogP_VSA3,VSA_EState9,fr_COO,fr_COO2,EC1,EC2,EC3,EC4,EC5,EC6
C00352,281.7021006,7.221032672,4.374739653,5.905036397,3.409975976,4.649328768,2.661065337,1.275016954,45.07334581,0.0,259.045703,1.25,1.8125,2.3125,-0.09,245.039,3.453383332,10.3932979,-4.699237804,10,18.31189916,7.822697123,0.0,0.0,0.0,7.822697123,30.64376672,13.8256584,42.4891747,0,0,0,1,1,0,1,0
C00353,710.3413577,13.30514955,9.649899936,12.67564179,7.385478758,10.21514036,6.184945115,2.41888002,15.64539425,6.606881965,450.1936268,0.724137931,1.137931035,1.551724138,-0.78,414.161,18.95786234,11.32321767,-5.078749261,9,0.0,15.64539425,46.59649855,73.14361574,0.0,15.64539425,73.14361574,17.9644751,45.66011997,0,0,1,1,1,1,1,0
C00354,427.6634845,8.840752483,5.004621478,8.065214964,3.986902906,6.465608489,3.319399126,1.470844689,52.95816849,0.0,339.9960491,1.05,1.55,2.0,0.06,326.002,5.113859167,10.49082606,-4.957220372,14,24.91878113,15.64539425,0.0,0.0,0.0,15.64539425,24.09901032,22.91445385,47.4024844,0,0,0,1,1,1,0,0
C00355,350.6652328,6.502907755,3.996788559,3.996788559,2.971921565,2.971921565,1.812638002,1.037227029,12.01114612,17.91984529,197.0688078,1.357142857,2.0,2.5,-1.75,186.102,2.366714454,10.41862355,-1.099477041,5,6.041840829,5.969305288,6.066367069,24.11700725,0.0,5.969305288,12.46266245,11.21535881,44.5,1,1,1,1,0,1,0,0
C00356,1947.902203,26.61804715,16.60608023,22.11286576,13.53402045,18.92207622,11.79633528,5.045319208,114.0822482,42.24492876,911.1574677,1.017241379,1.672413793,2.310344828,-3.01,867.315,15.22578299,12.66770233,-5.600135335,31,36.25988634,29.43739666,25.60935935,6.9237372,37.09900013,75.11065871,76.278494,55.4920294,124.4334995,1,1,0,1,1,1,0,0
C00357,371.2311089,8.614879522,5.2842056,6.814502343,4.058932915,5.298285707,2.982521636,1.645064878,50.98052554,0.0,301.0562677,1.315789474,1.894736842,2.368421053,-0.58,285.06,4.785546729,10.85024924,-4.760320194,11,24.35373999,7.822697123,0.0,0.0,6.9237372,13.72987685,37.56750392,18.62019558,51.50810048,0,0,0,0,1,1,1,0
C00360,731.665451,10.34915521,6.315601896,7.845898639,4.801540066,6.040892858,3.79388662,2.287209295,32.86541303,12.2386844,331.0681698,1.454545455,2.227272727,2.954545455,-1.62,317.113,2.950298483,10.70610875,-4.617566238,12,24.17588835,7.822697123,0.0,0.0,6.420821623,24.80443784,24.85665557,13.8256584,47.15488397,0,0,0,1,1,0,0,0
C00361,999.9087897,12.45010884,7.251050819,10.27679268,5.544004097,8.373665697,5.728266618,2.515318038,46.24737705,23.53303884,427.0294149,1.407407407,2.111111111,2.777777778,-1.67,412.083,4.60444221,11.78530507,-5.258787491,17,12.33186756,15.64539425,0.0,0.0,6.420821623,32.75761147,24.85665557,22.70133806,55.76853371,0,0,1,1,0,0,0,0
C00362,828.6044285,10.74300206,6.503328262,8.033625005,4.993798667,6.233151458,3.857457212,2.360240099,38.42467993,23.53303884,347.0630844,1.565217391,2.304347826,3.0,-1.82,333.112,3.267506548,11.72108636,-4.661294429,13,12.33186756,7.822697123,0.0,0.0,6.420821623,24.93491434,24.85665557,13.8256584,53.50037504,0,0,0,1,1,0,0,0
C00365,633.3249851,9.259838812,5.611766457,7.142063201,4.235988817,5.475341608,3.257970693,1.860504571,44.11442333,6.420821623,308.040952,1.5,2.2,2.8,-1.29,295.079,3.629203449,11.54751889,-4.659604381,11,12.33186756,13.51244052,0.0,0.0,18.68403226,7.822697123,24.85665557,13.8256584,49.73582434,0,0,0,1,1,0,0,0
C00369,400.0348692,11.34897297,6.798330161,6.798330161,5.20651684,5.20651684,3.641362342,2.384742846,61.91470014,13.02770359,324.1056468,0.863636364,1.454545455,2.045454546,-0.4,304.122,2.75625,10.24335042,-1.429820011,12,0.0,124.8986844,0.0,0.0,0.0,0.0,61.7286398,19.31711626,69.2991177,0,0,0,1,1,0,0,0
C00372,404.0348692,11.27296337,6.788218157,6.788218157,5.297097164,5.297097164,3.731052582,2.283856166,61.7286398,13.21376393,324.1056468,0.772727273,1.363636364,2.0,-0.4,304.122,2.992733564,9.969745475,-1.47621058,12,0.0,124.8986844,0.0,0.0,0.0,0.0,61.7286398,19.31711626,69.13249845,0,0,0,1,1,0,0,0
C00379,76.10749561,4.629427618,2.890215449,2.890215449,1.990436148,1.990436148,1.162567791,0.472428215,31.52566309,0.0,152.0684735,0.8,1.1,1.3,-0.2,140.05,2.590290147,8.766203704,-1.490740741,5,18.31189916,0.0,0.0,0.0,0.0,0.0,18.31189916,0.0,37.0,0,0,1,1,0,0,0,0
C00381,472.3818066,12.34544301,10.55842849,10.55842849,8.243734182,8.243734182,4.928373772,2.96615456,0.0,0.0,360.339216,0.653846154,1.076923077,1.5,-1.08,316.274,16.39176497,8.93541118,0.31756636,1,0.0,0.0,53.52023575,98.32398665,6.606881965,0.0,99.3298178,0.0,49.0,0,0,1,1,0,0,0,0
C00383,83.10802962,3.125897658,1.562568667,1.562568667,0.964253782,0.964253782,0.30245145,0.129367844,18.3594322,0.0,104.0109586,1.142857143,1.428571429,1.428571429,-1.06,100.029,4.94,9.428888889,-1.3125,4,6.420821623,11.93861058,0.0,0.0,0.0,11.93861058,6.420821623,9.589074368,30.83333333,2,2,0,1,0,1,0,1
C00385,490.6419937,5.270856948,2.928729113,2.928729113,2.034391545,2.034391545,1.325396737,0.866545969,11.24901029,11.16387794,152.0334254,1.272727273,2.090909091,2.909090909,-1.85,148.081,0.759202692,10.91384259,-0.546666667,6,5.516700718,5.689743398,0.0,0.0,0.0,11.16387794,0.0,0.0,33.16666667,0,0,1,0,1,0,0,0
C00386,349.645888,7.630228955,4.830639811,4.830639811,3.261677305,3.261677305,1.972829358,1.20934782,12.01114612,25.29357938,226.1065903,1.625,2.375,2.875,-1.89,212.124,3.696137507,11.20373134,-1.0894709,7,6.041840829,5.969305288,0.0,0.0,25.58324322,11.87648502,18.88348408,16.00989599,46.83333333,1,1,0,1,1,0,0,0
C00387,696.8934058,9.524075806,5.874101497,5.874101497,4.504077968,4.504077968,3.24195369,2.239121627,36.70594919,17.11221722,283.0916685,1.45,2.2,2.85,-2.01,270.14,1.775087408,11.65003008,-1.285312736,10,18.31189916,0.0,0.0,0.0,0.0,17.11221722,24.53980033,4.736862954,57.20388889,0,0,0,1,1,0,0,0
C00388,133.3938281,3.931851653,2.609632772,2.609632772,1.599215731,1.599215731,0.955331676,0.575509672,0.0,0.0,111.0796473,1.75,2.625,3.125,-0.83,102.076,1.069113914,5.265833333,0.671481482,3,0.0,0.0,0.0,6.544756406,12.61766519,0.0,6.420821623,6.420821623,18.16666667,0,0,1,1,0,0,0,1
C00389,956.2426828,10.37991785,6.123140835,6.123140835,4.650442557,4.650442557,3.172955626,2.135461645,22.67732589,33.79196693,302.0426527,0.818181818,1.545454546,2.227272727,-3.35,292.158,1.956867218,12.14287431,-0.887671485,7,22.46826802,0.0,0.0,18.19910121,17.69618563,10.96924436,0.0,0.0,61.81342782,0,0,1,1,0,0,0,0
C00392,104.6059378,5.54011122,3.481747672,3.481747672,2.481028635,2.481028635,1.512478162,0.671208827,37.62962948,0.0,182.0790382,0.666666667,0.916666667,1.083333333,-0.24,168.06,3.015404674,8.95662037,-1.669305556,6,24.41586555,0.0,0.0,0.0,0.0,0.0,24.41586555,0.0,44.33333333,0,0,1,1,0,0,0,0
C00394,1337.358818,18.13666667,10.88150682,13.87239705,8.438717023,11.43515478,8.356325355,3.852549146,89.66411768,17.11221722,605.077153,1.0,1.666666667,2.333333333,-1.91,580.143,6.223867999,12.28368904,-5.595602014,23,42.72776471,15.64539425,0.0,0.0,0.0,32.75761147,55.24569261,31.96194817,87.50999696,0,0,0,1,1,0,0,0
C00398,375.9739569,5.9150149,4.166502219,4.166502219,2.898172459,2.898172459,2.088594864,1.493954746,0.0,0.0,160.1000484,1.25,2.083333333,2.916666667,-1.28,148.124,1.101619066,5.496864135,0.710166289,2,0.0,0.0,18.19910121,24.59539659,17.0997685,10.90292493,6.420821623,6.420821623,24.5,0,0,1,1,0,0,0,0
C00400,120.0411847,5.109060905,4.789909526,4.789909526,4.393443436,4.393443436,2.987189908,2.151882328,0.0,6.103966388,156.1514153,1.272727273,1.909090909,2.363636364,-0.04,136.109,2.193985627,9.709768519,-0.028935185,1,0.0,0.0,27.19203322,30.59536138,0.0,0.0,46.13764286,0.0,21.83333333,0,0,1,1,0,0,0,0
C00401,569.4056212,13.11549862,7.774860573,7.774860573,5.980043914,5.980043914,4.039587979,2.749578097,80.14988122,0.0,379.1114605,1.192307692,1.884615385,2.423076923,-1.38,358.15,3.544056103,11.59123958,-1.566298186,14,0.0,146.8292346,0.0,0.0,0.0,11.87648502,68.59025144,28.90619062,84.00041724,1,1,0,1,0,0,1,0
C00402,132.529325,4.03658126,2.239272035,2.239272035,1.542593429,1.542593429,0.711731036,0.275437576,24.40127303,0.0,133.0375077,1.444444444,1.888888889,2.0,-1.1,126.047,3.479710145,9.846435185,-1.294074074,5,6.041840829,11.93861058,0.0,0.0,0.0,11.93861058,12.46266245,9.589074368,36.16666667,2,2,1,1,0,0,0,1
C00404,272.1315479,5.414213562,2.278019301,6.834057903,1.61300899,5.818822866,3.771801207,0.28373115,23.46809137,0.0,257.9095563,0.692307692,0.923076923,1.076923077,0.41,252.912,8.732320709,10.37180556,-5.461805556,13,0.0,23.46809137,0.0,0.0,0.0,23.46809137,0.0,22.31640759,24.03631488,0,0,0,1,1,0,0,0
C00405,62.56842503,2.64273441,1.049739411,1.049739411,0.504904335,0.504904335,0.142576981,0.0,12.51406169,0.0,74.02420337,2.4,2.6,2.6,-0.57,70.027,0.596180758,9.636574074,-0.851851852,4,0.0,28.14879375,0.0,0.0,0.0,5.969305288,6.544756406,4.794537184,21.17824074,1,1,1,1,0,0,0,0
C00406,2225.190619,28.41527166,17.52522564,23.03201117,13.50143386,18.83651676,12.29030862,5.292070123,84.55497195,58.85922935,943.1625531,1.065573771,1.770491803,2.459016393,-3.88,899.36,14.59616471,12.70267979,-5.590194252,30,36.25988634,23.46809137,37.75174652,23.77220574,30.67817851,75.21737353,50.91206274,50.69749222,123.6559381,0,0,1,1,0,1,0,0
C00407,103.2309827,4.091422815,3.075778085,3.075778085,2.249553266,2.249553266,1.542155163,0.497328025,12.01114612,5.917906046,131.0946287,1.777777778,2.222222222,2.333333333,-0.57,118.071,2.463571025,10.17462963,-0.912638889,3,6.041840829,5.969305288,20.26829602,5.917906046,0.0,5.969305288,26.31013685,4.794537184,26.83333333,1,1,1,1,0,0,1,1
C00409,2.0,1.0,0.447213596,1.341640787,0.0,0.0,0.0,0.0,0.0,0.0,48.00337113,1.5,1.5,1.5,0.35,44.078,1.207142857,3.527777778,1.694444444,1,0.0,0.0,0.0,6.255769184,0.0,12.62878915,0.0,0.0,1.694444444,0,0,1,1,0,0,0,0
C00412,1995.933108,31.55509832,22.6011891,28.10797463,16.98953464,22.37759041,14.78334552,7.007876842,84.55497195,41.60735208,1033.376175,0.850746269,1.432835821,2.029850746,-2.44,963.45,22.03179905,12.74100262,-5.573545976,28,36.25988634,23.46809137,122.4245993,6.420821623,37.09900013,69.14135342,160.5689459,50.69749222,122.7036221,0,0,1,1,1,0,0,0
C00415,1125.976623,15.22325445,9.52154522,9.52154522,6.907568682,6.907568682,4.537001285,2.907125474,29.44689803,30.04082029,443.1553314,1.1875,1.90625,2.5625,-4.42,422.252,5.590145782,12.27639739,-1.307361255,13,6.041840829,11.93861058,0.0,30.6862899,17.67165939,46.69844992,18.88348408,9.589074368,92.0,2,2,1,0,0,0,0,1
C00416,300.8037953,7.20419592,3.211194063,4.741490807,2.003873561,3.243226352,1.456953954,0.491391589,27.00576634,13.07910283,225.9878538,1.357142857,2.0,2.428571429,-0.95,219.021,5.653817074,10.73776077,-4.606142054,11,0.0,78.0232881,0.0,0.0,0.0,20.76713885,6.103966388,18.56252135,40.64578991,0,0,0,1,1,0,0,0
C00418,118.9162238,4.477162391,3.028225679,3.028225679,2.541063381,2.541063381,1.182442855,0.655037349,11.5703561,19.44852521,148.0735589,1.6,2.1,2.4,-0.61,136.062,4.286691532,10.0481165,-1.277199074,4,0.0,5.969305288,0.0,13.34455882,6.606881965,5.969305288,25.36643126,4.794537184,34.41666667,1,1,1,1,0,0,0,0
C00422,237.2517868,6.913591358,2.854293982,2.854293982,1.611868066,1.611868066,0.87108201,0.43812918,6.103966388,32.63042652,173.0086129,1.083333333,1.583333333,1.916666667,-1.59,168.06,2.998395026,10.78268707,-0.611851852,9,0.0,67.32859332,0.0,0.0,0.0,19.41666259,6.103966388,14.21058886,45.32266629,0,0,0,1,1,0,0,0
C00423,262.1510391,5.2876937,3.249098148,3.249098148,2.082254604,2.082254604,1.217932896,0.731663565,5.969305288,0.0,148.0524295,1.272727273,1.909090909,2.454545455,-1.57,140.097,2.667823291,10.08581774,-0.922358277,2,0.0,5.969305288,30.33183534,11.6394716,6.076020107,12.04532539,0.0,4.794537184,30.33333333,1,1,1,1,0,1,0,1
C00427,459.0028659,12.1133922,9.667484268,9.667484268,7.187364201,7.187364201,5.163869035,3.715418686,5.969305288,30.65062683,352.2249741,1.2,2.0,2.76,-1.17,320.215,6.569762506,10.49811305,-0.740974895,5,6.103966388,5.969305288,50.4902825,25.68328649,24.67745534,5.969305288,83.02303097,14.56967909,57.83333333,1,1,1,0,0,0,1,0
C00429,118.0,3.7876937,2.365355072,2.365355072,1.554077176,1.554077176,0.890569624,0.522883664,0.0,11.93829424,114.0429274,1.375,2.125,2.5,-1.06,108.056,0.959498621,10.30152778,-0.387731482,4,0.0,6.031114512,0.0,0.0,12.96557803,11.93829424,6.420821623,4.794537184,25.33333333,0,0,1,0,1,0,0,0
C00430,121.3715149,4.16390246,2.600763551,2.600763551,1.636537823,1.636537823,0.84537514,0.348414192,5.969305288,25.1696446,131.0582431,1.333333333,1.888888889,2.222222222,-0.9,122.059,4.96294007,10.32791667,-0.961296296,4,5.783244946,5.969305288,0.0,0.0,6.420821623,11.75255023,12.84164325,9.589074368,31.83333333,1,1,0,1,0,1,1,0
C00431,72.82892142,3.77005561,2.689532624,2.689532624,1.639520459,1.639520459,0.844766312,0.420563293,5.969305288,6.420821623,117.0789786,1.5,2.125,2.5,-0.57,106.06,5.43,9.833307823,-0.737546296,3,0.0,5.969305288,0.0,19.38639965,6.420821623,5.969305288,19.26246487,4.794537184,24.66666667,1,1,1,1,0,0,0,0
C00437,170.0344236,5.574586063,3.775701938,3.775701938,2.522250971,2.522250971,1.372513128,0.824717296,12.01114612,5.907179729,174.1004423,1.583333333,2.166666667,2.5,-1.1,160.088,4.675103106,10.51606434,-1.015138889,5,6.041840829,5.969305288,0.0,19.38639965,6.9237372,11.87648502,25.80722127,9.589074368,37.66666667,1,1,0,1,1,0,0,0
C00440,1101.07261,15.6507748,10.11274071,10.11274071,7.548961056,7.548961056,5.257995691,3.419860635,23.88763113,35.95454174,459.1866315,1.272727273,1.96969697,2.606060606,-4.29,434.263,5.695362672,12.33183493,-1.299634376,13,11.7292271,11.93861058,0.0,30.6862899,37.80884418,40.98676491,24.9253249,9.589074368,92.66666667,2,2,1,1,0,0,0,0
C00441,101.4565452,3.680739213,2.101938252,2.101938252,1.347099667,1.347099667,0.667356346,0.204485228,12.01114612,6.420821623,117.0425931,1.875,2.375,2.5,-0.9,110.048,2.303977425,9.805324074,-1.141574074,4,12.32800135,5.969305288,0.0,0.0,6.420821623,12.25546581,12.46266245,9.589074368,30.5,1,1,1,1,0,1,0,0
C00445,1206.374484,15.72325445,10.11820606,10.11820606,7.70178068,7.70178068,5.452629345,3.814628617,23.88763113,35.95454174,456.1626078,1.272727273,2.0,2.666666667,-4.42,434.263,4.464309494,12.4289585,-1.301460297,13,18.27398351,17.49787747,0.0,30.6862899,11.98427311,47.32530028,24.9253249,9.589074368,90.33568059,2,2,0,1,1,0,0,0
C00446,275.1727756,7.259037475,4.304661212,5.834957955,3.293262878,4.48523529,2.57206529,1.289774594,45.13547137,0.0,260.0297186,1.125,1.6875,2.125,-0.09,247.031,3.201490511,10.50269747,-4.914178634,10,24.41586555,7.822697123,0.0,0.0,0.0,7.822697123,30.70589228,13.8256584,44.41558957,0,0,0,1,1,0,0,0
C00447,453.3049583,9.743688041,5.395043532,8.455637019,4.010039796,6.488745379,3.13683679,1.109972431,59.05826867,0.0,370.0066138,0.863636364,1.318181818,1.727272727,-0.27,354.012,9.001251594,11.24849111,-4.993706914,15,31.02274752,15.64539425,0.0,0.0,0.0,21.42863919,24.41586555,22.97212808,59.27792346,0,0,0,0,1,1,0,0
C00448,568.3716415,10.9113027,7.59942312,10.62516498,5.796326807,8.625988407,5.153470701,1.770578623,15.64539425,6.606881965,382.1310265,0.875,1.375,1.875,-0.52,354.106,15.03388953,11.2380483,-5.066255336,9,0.0,15.64539425,34.94737391,53.37823529,0.0,15.64539425,53.37823529,17.9644751,37.2137527,0,0,0,1,1,1,1,0
C00454,382.4643287,8.017455851,4.197596655,7.223338513,3.128350683,5.958012283,3.886819914,1.025839547,47.17105734,0.0,292.9827448,1.235294118,1.823529412,2.235294118,0.14,281.993,4.075249128,11.09077475,-5.166480874,13,0.0,94.76568499,0.0,0.0,0.0,15.64539425,24.91878113,22.70133806,35.06899018,0,0,0,1,1,0,0,0
C00455,605.5097841,10.18735917,6.193861168,7.689306283,4.714698095,5.910008529,3.615015682,2.077633503,44.87655915,5.563451492,334.0566021,1.5,2.181818182,2.772727273,-1.39,319.101,3.871377145,11.13372383,-4.967774278,11,17.77138427,0.0,0.0,6.066367069,6.066367069,13.72987685,24.53980033,13.8256584,54.9566251,0,0,0,1,1,0,0,0
C00458,914.0056621,12.67405237,7.138976157,11.66016313,5.361239484,9.781209893,6.986414141,2.151848867,54.20055068,12.2386844,466.9895975,1.214285714,1.857142857,2.428571429,-0.99,451.029,6.810728143,11.76626469,-5.653398743,19,18.14973034,29.15783477,0.0,6.066367069,12.61766519,29.28595415,24.85665557,31.57701771,51.84759498,0,0,1,1,1,0,0,0
C00460,965.2940205,12.67405237,7.107211572,11.62839855,5.336399677,9.756370086,6.986047167,2.160881146,59.75981757,6.420821623,467.9736131,1.142857143,1.785714286,2.357142857,-0.99,453.021,6.810728143,11.70182024,-5.667017991,19,12.33186756,29.15783477,0.0,0.0,18.68403226,23.46809137,24.85665557,31.57701771,54.49872912,0,0,1,1,1,0,0,0
C00461,254.583169,7.506437715,4.265914341,4.265914341,3.174706715,3.174706715,2.020815066,1.268800842,18.31189916,25.16278449,203.0793725,1.857142857,2.571428571,3.071428571,-0.69,190.09,1.61189421,11.02457097,-0.768703704,8,0.0,80.56619178,0.0,0.0,0.0,5.907179729,37.88435916,14.63792753,42.87950822,0,0,1,1,1,0,0,0
C00463,278.5454212,4.466326495,2.988033872,2.988033872,2.064921349,2.064921349,1.462517642,0.995014113,0.0,0.0,117.0578492,1.0,1.888888889,2.777777778,-1.24,110.095,0.616663403,3.119537037,1.206018519,1,0.0,0.0,18.19910121,17.51895835,11.71354429,10.90292493,0.0,0.0,17.83333333,0,0,1,1,0,1,0,0
C00464,910.1197144,21.28373238,14.1130581,14.1130581,11.14159701,11.14159701,8.20279885,5.545614539,149.251097,0.0,666.2218584,0.333333333,0.644444444,1.022222222,-0.84,624.243,7.436338183,10.85855875,-2.020271016,21,97.6634622,0.0,0.0,0.0,0.0,0.0,122.8235691,33.15804068,141.1666667,0,0,0,1,1,0,0,0
C00468,576.7809963,9.593172146,7.945186794,7.945186794,7.216626093,7.216626093,6.419141686,5.339786648,0.0,5.414990469,270.1619799,1.2,2.05,2.9,-1.31,248.196,1.537762123,12.26195321,-0.032153526,2,11.53275678,0.0,12.99010427,73.11746337,11.83581209,5.783244946,51.36657298,11.21535881,41.91666667,0,0,1,1,0,0,0,0
C00469,2.754887502,1.414213562,1.023334547,1.023334547,0.316227766,0.316227766,0.0,0.0,0.0,6.606881965,46.04186481,2.0,2.0,2.0,-0.04,40.021,1.96,7.569444444,0.25,1,0.0,0.0,0.0,6.9237372,6.606881965,0.0,6.9237372,0.0,9.5,0,0,1,1,0,0,0,0
C00470,852.8754482,17.16538667,10.57183195,10.57183195,8.447651504,8.447651504,5.989868432,3.975035356,110.0255927,0.0,546.1068286,0.45945946,0.837837838,1.297297297,-2.11,520.179,5.680900721,11.81749711,-2.288551377,19,54.93569749,17.90791586,0.0,0.0,0.0,17.90791586,92.11767684,38.06792632,129.5,3,3,0,1,1,1,0,0
C00475,462.1897022,8.040912558,5.014304277,5.014304277,3.771107925,3.771107925,2.642834144,1.72937357,36.8364257,5.817862778,243.0855205,1.470588235,2.176470588,2.705882353,-1.48,230.115,2.025663274,11.51087065,-1.309931028,8,24.12976194,5.689743398,0.0,6.066367069,6.196843572,5.817862778,24.53980033,4.736862954,50.65287037,0,0,0,1,1,0,0,0
C00477,815.9194449,15.13831844,12.88771393,12.88771393,12.92671846,12.92671846,10.48276592,8.286451074,40.34398172,35.87569075,464.3137891,1.121212121,1.787878788,2.424242424,-0.79,420.291,3.845969525,13.23483873,-1.101717963,6,0.0,0.0,20.7712116,100.0318806,11.33289652,5.783244946,115.4992598,4.794537184,78.66666667,0,0,1,1,0,0,0,0
C00479,17.2451125,1.914213562,1.351057332,1.351057332,0.574914957,0.574914957,0.166666667,0.0,0.0,0.0,58.04186481,2.0,2.25,2.25,-0.33,52.032,1.67,9.173611111,0.638888889,1,6.286160523,0.0,6.9237372,0.0,6.420821623,6.286160523,13.34455882,4.794537184,12.5,0,0,1,0,0,1,0,0
C00481,61.36993061,2.5,1.437147489,1.437147489,0.766386845,0.766386845,0.405898139,0.215165742,0.0,0.0,68.03744813,1.6,2.6,2.8,-0.79,64.047,0.26516218,3.597222222,1.694444444,2,0.0,0.0,0.0,6.066367069,12.39368714,0.0,0.0,0.0,11.5,0,0,0,1,0,1,0,0
C00482,397.3782531,7.57891736,4.441466753,4.441466753,2.945602764,2.945602764,1.920495018,1.177499044,5.969305288,17.2485355,224.0684735,1.25,1.75,2.125,-2.17,212.116,2.662133527,10.34980899,-1.049991969,5,0.0,5.969305288,0.0,23.77220574,6.076020107,12.04532539,0.0,4.794537184,46.33333333,1,1,0,1,0,0,0,1
C00483,192.9174942,4.825698503,3.306775684,3.306775684,2.205122315,2.205122315,1.369353007,0.829281264,0.0,0.0,137.084064,1.2,1.8,2.3,-1.02,126.094,1.739178486,8.89364229,0.306269841,2,5.749511833,0.0,12.13273414,30.66176366,0.0,0.0,6.420821623,6.420821623,24.33333333,0,0,1,1,0,0,0,1
C00486,1705.949613,20.35268206,13.93357791,13.93357791,10.71568987,10.71568987,8.113701422,5.611343206,11.93861058,37.49764595,584.2634849,0.697674419,1.162790698,1.604651163,-5.12,548.385,6.227778002,12.33403148,-0.921557717,10,0.0,11.93861058,25.30991158,80.51554276,64.45452975,35.90501025,59.79905691,38.44061361,109.5,2,2,1,1,0,0,0,0
C00487,139.1113374,4.81034907,3.513848357,3.513848357,3.724584465,3.724584465,1.168716747,0.898364948,12.07327168,6.420821623,162.1124698,1.454545455,1.909090909,2.181818182,-0.61,146.081,7.285016628,10.12862245,-0.952824074,4,12.64872279,5.969305288,0.0,0.0,0.0,5.969305288,12.52478801,4.794537184,31.92217593,1,1,1,1,0,1,0,0
C00488,12.26466251,1.414213562,0.569035594,0.569035594,0.136082764,0.136082764,0.0,0.0,0.0,6.410095306,45.02146372,2.0,2.0,2.0,-0.53,42.017,1.47,8.583333333,0.25,2,0.0,0.0,0.0,0.0,0.0,6.410095306,0.0,4.794537184,13.0,0,0,0,0,1,1,0,0
C00489,104.1264024,4.125897658,2.562568667,2.562568667,1.641030477,1.641030477,0.781284334,0.390839798,11.93861058,19.26246487,132.0422587,1.0,1.333333333,1.555555556,-1.06,124.051,6.94,9.787861867,-0.947916667,4,0.0,11.93861058,0.0,6.420821623,12.84164325,11.93861058,19.26246487,9.589074368,33.83333333,2,2,1,0,0,0,0,1
C00490,158.34093,4.03658126,2.166122058,2.166122058,1.479221194,1.479221194,0.667065523,0.258158461,18.3594322,5.57310453,130.0266087,1.333333333,1.777777778,1.888888889,-1.32,124.051,3.278802395,9.871898148,-1.266296296,4,0.0,11.93861058,6.578935684,0.0,5.57310453,11.93861058,6.420821623,9.589074368,35.5,2,2,0,1,0,0,0,1
C00491,192.0081851,6.447264863,3.659992339,6.14802621,2.458497074,5.010781824,3.686489955,0.385410828,24.02229223,11.50570721,240.0238489,1.0,1.285714286,1.5,-0.44,228.21,6.080830818,10.26917648,-1.068858287,8,12.08368166,11.93861058,21.58779595,0.0,11.50570721,33.52640653,12.08368166,9.589074368,44.26083333,2,2,1,0,0,1,0,0
C00492,653.4429368,16.00527404,10.56142039,10.56142039,8.407419181,8.407419181,6.163587885,4.012947555,111.9383227,0.0,504.1690349,0.588235294,1.117647059,1.647058824,-0.64,472.182,5.089765913,10.27590515,-2.357986089,16,73.75051223,0.0,0.0,0.0,0.0,0.0,85.51079488,23.68431477,108.0833333,0,0,0,1,1,0,0,0
C00493,221.8366251,5.519744508,3.502804428,3.502804428,2.749714402,2.749714402,1.819832899,1.105022151,24.28120445,11.99392615,174.0528234,1.416666667,2.0,2.416666667,-0.91,164.072,1.632484512,10.3799915,-1.291805556,5,12.20793278,5.969305288,0.0,6.076020107,11.99392615,5.969305288,24.73272079,4.794537184,41.83333333,1,1,1,1,0,0,0,0
C00497,128.9196845,4.03658126,2.164137591,2.164137591,1.451898132,1.451898132,0.653029673,0.252713055,24.46339859,0.0,134.0215233,1.333333333,1.777777778,1.888888889,-1.1,128.039,3.479710145,9.721435185,-1.789351852,5,0.0,11.93861058,0.0,0.0,0.0,11.93861058,12.52478801,9.589074368,38.16666667,2,2,1,1,0,1,0,0
C00498,1233.068094,17.74281982,10.69378045,13.68467068,8.246458423,11.24289618,8.292754762,3.779518342,84.10485079,16.98174072,589.0822384,0.921052632,1.605263158,2.289473684,-1.71,564.144,5.89484187,12.277462,-5.564221891,22,54.57178551,15.64539425,0.0,0.0,0.0,32.62713496,55.24569261,31.96194817,81.13761706,0,0,0,1,1,0,0,0
C00506,219.0475625,4.327185822,2.262570355,3.871735663,1.693311693,3.190473597,1.48772763,0.29819824,27.88212658,0.0,169.0044933,1.6,2.0,2.1,-0.66,162.102,4.241724663,9.958333333,-4.274212963,7,11.79469444,5.969305288,0.0,0.0,0.0,16.08743215,6.041840829,14.91266404,18.70837963,1,1,0,1,0,1,0,0
C00507,124.9343323,5.03658126,3.414883682,3.414883682,2.703541798,2.703541798,1.827001623,1.029290852,30.70589228,0.0,164.0684735,0.909090909,1.454545455,2.0,-0.2,152.061,1.520844812,9.088287037,-1.429444444,5,18.31189916,0.0,0.0,6.9237372,0.0,0.0,37.62962948,4.736862954,36.16666667,0,0,1,0,0,0,1,0
C00509,675.4083829,9.541713896,6.091315503,6.091315503,4.663357648,4.663357648,3.249848156,2.300064557,6.103966388,40.76556539,272.0684735,1.0,1.7,2.4,-2.69,260.16,2.028842672,12.09729844,-0.502962963,5,34.66546521,0.0,12.13273414,17.69618563,12.13273414,5.783244946,12.52478801,0.0,55.0,0,0,1,1,0,0,1,0
